CSV_HEADER: sample,mag_x,mag_y,mag_z,timestamp_ms
MAG_DATA: 685,-293,-135,167,34562
MAG_DATA: 686,-279,-151,171,34612
MAG_DATA: 687,-271,-163,179,34662
MAG_DATA: 688,-264,-166,186,34712
MAG_DATA: 689,-261,-171,197,34762
MAG_DATA: 690,-254,-166,216,34812
MAG_DATA: 691,-256,-174,216,34862
MAG_DATA: 692,-248,-174,242,34912
MAG_DATA: 693,-242,-178,252,34962
MAG_DATA: 694,-226,-182,298,35012
MAG_DATA: 695,-200,-168,326,35062
MAG_DATA: 696,-176,-158,342,35112
MAG_DATA: 697,-153,-161,347,35162
MAG_DATA: 698,-124,-144,364,35212
MAG_DATA: 699,-112,-128,370,35262
INFO: Logged 700 samples
MAG_DATA: 700,-97,-111,371,35312
MAG_DATA: 701,-89,-87,381,35362
MAG_DATA: 702,-76,-80,390,35412
MAG_DATA: 703,-63,-63,395,35462
MAG_DATA: 704,-48,-48,386,35512
MAG_DATA: 705,-32,-42,388,35562
MAG_DATA: 706,-6,-32,368,35612
MAG_DATA: 707,9,-27,353,35662
MAG_DATA: 708,14,-18,356,35712
MAG_DATA: 709,24,-22,336,35762
MAG_DATA: 710,37,-19,329,35812
MAG_DATA: 711,62,8,286,35862
MAG_DATA: 712,75,13,273,35912
MAG_DATA: 713,76,12,266,35962
MAG_DATA: 714,76,24,262,36012
MAG_DATA: 715,80,24,238,36062
MAG_DATA: 716,82,34,234,36112
MAG_DATA: 717,84,30,226,36162
MAG_DATA: 718,86,44,216,36212
MAG_DATA: 719,89,35,201,36262
MAG_DATA: 720,81,33,197,36312
MAG_DATA: 721,80,24,174,36362
MAG_DATA: 722,88,12,154,36412
MAG_DATA: 723,67,3,133,36462
MAG_DATA: 724,64,0,108,36512
MAG_DATA: 725,51,-3,85,36562
MAG_DATA: 726,39,-1,63,36612
MAG_DATA: 727,34,0,60,36662
MAG_DATA: 728,21,5,41,36712
MAG_DATA: 729,13,11,37,36762
MAG_DATA: 730,9,21,29,36812
MAG_DATA: 731,11,27,27,36862
MAG_DATA: 732,-2,36,14,36912
MAG_DATA: 733,-20,74,-2,36962
MAG_DATA: 734,-23,83,5,37012
MAG_DATA: 735,-34,92,-8,37062
MAG_DATA: 736,-30,110,-10,37112
MAG_DATA: 737,-29,113,-7,37162
MAG_DATA: 738,-36,130,-12,37212
MAG_DATA: 739,-26,148,-8,37262
MAG_DATA: 740,-31,171,5,37312
MAG_DATA: 741,-24,178,10,37362
MAG_DATA: 742,-16,202,24,37412
MAG_DATA: 743,-2,198,34,37462
MAG_DATA: 744,1,207,59,37512
MAG_DATA: 745,13,217,59,37562
MAG_DATA: 746,12,222,82,37612
MAG_DATA: 747,17,235,105,37662
MAG_DATA: 748,15,235,111,37712
MAG_DATA: 749,24,238,132,37762
MAG_DATA: 750,21,247,133,37812
MAG_DATA: 751,27,245,153,37862
MAG_DATA: 752,26,242,172,37912
MAG_DATA: 753,28,248,170,37962
MAG_DATA: 754,22,240,194,38012
MAG_DATA: 755,18,258,212,38062
MAG_DATA: 756,10,246,228,38112
MAG_DATA: 757,7,245,251,38162
MAG_DATA: 758,0,248,264,38212
MAG_DATA: 759,-7,247,283,38262
MAG_DATA: 760,-10,240,284,38312
MAG_DATA: 761,-17,241,283,38362
MAG_DATA: 762,-19,233,293,38412
MAG_DATA: 763,-31,241,311,38462
MAG_DATA: 764,-44,214,342,38512
MAG_DATA: 765,-57,189,359,38562
MAG_DATA: 766,-56,154,380,38612
MAG_DATA: 767,-65,129,395,38662
MAG_DATA: 768,-64,96,406,38712
MAG_DATA: 769,-70,74,416,38762
MAG_DATA: 770,-60,38,412,38812
MAG_DATA: 771,-55,25,409,38862
MAG_DATA: 772,-57,3,409,38912
MAG_DATA: 773,-59,-5,407,38962
MAG_DATA: 774,-52,-28,400,39012
MAG_DATA: 775,-43,-37,393,39062
MAG_DATA: 776,-49,-41,391,39112
MAG_DATA: 777,-55,-53,385,39162
MAG_DATA: 778,-59,-61,391,39212
MAG_DATA: 779,-62,-56,398,39262
MAG_DATA: 780,-69,-53,391,39312
MAG_DATA: 781,-73,-45,389,39362
MAG_DATA: 782,-83,-47,401,39412
MAG_DATA: 783,-92,-50,398,39462
MAG_DATA: 784,-90,-46,400,39512
MAG_DATA: 785,-89,-41,395,39562
MAG_DATA: 786,-90,-38,404,39612
MAG_DATA: 787,-99,-49,401,39662
MAG_DATA: 788,-93,-51,403,39712
MAG_DATA: 789,-99,-55,409,39762
MAG_DATA: 790,-97,-67,399,39812
MAG_DATA: 791,-95,-67,401,39862
MAG_DATA: 792,-106,-62,404,39912
MAG_DATA: 793,-94,-58,406,39962
MAG_DATA: 794,-96,-54,404,40012
MAG_DATA: 795,-88,-50,408,40062
MAG_DATA: 796,-90,-46,402,40112
MAG_DATA: 797,-76,-52,392,40162
MAG_DATA: 798,-69,-57,393,40212
MAG_DATA: 799,-52,-56,382,40262
INFO: Logged 800 samples
MAG_DATA: 800,-49,-59,383,40312
MAG_DATA: 801,-39,-53,391,40362
MAG_DATA: 802,-36,-32,376,40412
MAG_DATA: 803,-25,-21,383,40462
MAG_DATA: 804,-20,12,382,40512
MAG_DATA: 805,-22,26,392,40562
MAG_DATA: 806,-26,44,394,40612
MAG_DATA: 807,-24,70,388,40662
MAG_DATA: 808,-31,97,391,40712
MAG_DATA: 809,-37,113,385,40762
MAG_DATA: 810,-46,126,372,40812
MAG_DATA: 811,-57,135,393,40862
MAG_DATA: 812,-77,147,395,40912
MAG_DATA: 813,-91,155,393,40962
MAG_DATA: 814,-94,166,392,41012
MAG_DATA: 815,-109,175,387,41062
MAG_DATA: 816,-125,201,377,41112
MAG_DATA: 817,-139,197,373,41162
MAG_DATA: 818,-150,196,378,41212
MAG_DATA: 819,-159,207,369,41262
MAG_DATA: 820,-169,207,375,41312
MAG_DATA: 821,-176,214,370,41362
MAG_DATA: 822,-182,210,368,41412
MAG_DATA: 823,-185,193,367,41462
MAG_DATA: 824,-197,185,379,41512
MAG_DATA: 825,-206,178,376,41562
MAG_DATA: 826,-215,173,379,41612
MAG_DATA: 827,-215,155,387,41662
MAG_DATA: 828,-212,152,388,41712
MAG_DATA: 829,-214,138,378,41762
MAG_DATA: 830,-216,146,386,41812
MAG_DATA: 831,-208,150,386,41862
MAG_DATA: 832,-209,145,385,41912
MAG_DATA: 833,-212,148,396,41962
MAG_DATA: 834,-217,141,385,42012
MAG_DATA: 835,-212,134,392,42062
MAG_DATA: 836,-211,123,401,42112
MAG_DATA: 837,-207,121,401,42162
MAG_DATA: 838,-210,110,402,42212
MAG_DATA: 839,-216,112,404,42262
MAG_DATA: 840,-210,106,402,42312
MAG_DATA: 841,-222,116,392,42362
MAG_DATA: 842,-238,106,388,42412
MAG_DATA: 843,-245,105,397,42462
MAG_DATA: 844,-238,94,388,42512
MAG_DATA: 845,-236,72,394,42562
MAG_DATA: 846,-233,71,399,42612
MAG_DATA: 847,-240,68,396,42662
MAG_DATA: 848,-258,74,384,42712
MAG_DATA: 849,-258,58,386,42762
MAG_DATA: 850,-255,49,389,42812
MAG_DATA: 851,-241,39,401,42862
MAG_DATA: 852,-246,34,406,42912
MAG_DATA: 853,-234,26,404,42962
MAG_DATA: 854,-234,24,404,43012
MAG_DATA: 855,-233,25,411,43062
MAG_DATA: 856,-230,18,410,43112
MAG_DATA: 857,-216,14,416,43162
MAG_DATA: 858,-214,16,406,43212
MAG_DATA: 859,-204,2,430,43262
MAG_DATA: 860,-196,0,426,43312
MAG_DATA: 861,-193,-7,419,43362
MAG_DATA: 862,-187,-9,417,43412
MAG_DATA: 863,-174,-24,416,43462
MAG_DATA: 864,-165,-33,425,43512
MAG_DATA: 865,-145,-37,429,43562
MAG_DATA: 866,-140,-46,410,43612
MAG_DATA: 867,-134,-50,424,43662
MAG_DATA: 868,-124,-52,420,43712
MAG_DATA: 869,-131,-51,419,43762
MAG_DATA: 870,-131,-43,423,43812
MAG_DATA: 871,-127,-59,411,43862
MAG_DATA: 872,-123,-49,411,43912
MAG_DATA: 873,-117,-47,417,43962
MAG_DATA: 874,-116,-50,418,44012
MAG_DATA: 875,-120,-30,420,44062
MAG_DATA: 876,-113,-33,417,44112
MAG_DATA: 877,-113,-11,421,44162
MAG_DATA: 878,-104,-8,428,44212
MAG_DATA: 879,-113,5,421,44262
MAG_DATA: 880,-112,8,430,44312
MAG_DATA: 881,-117,5,429,44362
MAG_DATA: 882,-112,2,428,44412
MAG_DATA: 883,-112,-2,414,44462
MAG_DATA: 884,-107,5,419,44512
MAG_DATA: 885,-107,-9,423,44562
MAG_DATA: 886,-113,-7,421,44612
MAG_DATA: 887,-102,-4,426,44662
MAG_DATA: 888,-104,2,418,44712
MAG_DATA: 889,-101,-5,417,44762
MAG_DATA: 890,-100,-2,422,44812
MAG_DATA: 891,-100,-2,422,44862
MAG_DATA: 892,-104,-2,418,44912
MAG_DATA: 893,-101,-1,429,44962
MAG_DATA: 894,-96,-2,412,45012
MAG_DATA: 895,-93,3,425,45062
MAG_DATA: 896,-103,3,413,45112
MAG_DATA: 897,-101,1,419,45162
MAG_DATA: 898,-95,7,423,45212
MAG_DATA: 899,-100,-8,416,45262
INFO: Logged 900 samples
MAG_DATA: 900,-95,-5,423,45312
MAG_DATA: 901,-98,-2,414,45362
MAG_DATA: 902,-84,-10,424,45412
MAG_DATA: 903,-90,-12,416,45462
MAG_DATA: 904,-86,-10,414,45512
MAG_DATA: 905,-93,-5,429,45562
MAG_DATA: 906,-88,-6,422,45612
MAG_DATA: 907,-87,-15,417,45662
MAG_DATA: 908,-92,-16,420,45712
MAG_DATA: 909,-95,-7,417,45762
MAG_DATA: 910,-103,-3,425,45812
MAG_DATA: 911,-101,-1,419,45862
MAG_DATA: 912,-108,-2,422,45912
MAG_DATA: 913,-98,-6,420,45962
MAG_DATA: 914,-102,-14,422,46012
MAG_DATA: 915,-98,-6,420,46062
MAG_DATA: 916,-108,-2,416,46112
MAG_DATA: 917,-111,-7,415,46162
MAG_DATA: 918,-102,-6,422,46212
MAG_DATA: 919,-112,-14,412,46262
MAG_DATA: 920,-103,-17,421,46312
MAG_DATA: 921,-106,-14,424,46362
MAG_DATA: 922,-109,-25,411,46412
MAG_DATA: 923,-110,-22,420,46462
MAG_DATA: 924,-109,-17,415,46512
MAG_DATA: 925,-103,-19,419,46562
MAG_DATA: 926,-107,-23,415,46612
MAG_DATA: 927,-103,-13,413,46662
MAG_DATA: 928,-107,-33,415,46712
MAG_DATA: 929,-103,-11,417,46762
MAG_DATA: 930,-97,-13,413,46812
MAG_DATA: 931,-93,-19,417,46862
MAG_DATA: 932,-106,-16,414,46912
MAG_DATA: 933,-100,-14,414,46962
MAG_DATA: 934,-103,-15,415,47012
MAG_DATA: 935,-111,-13,415,47062
MAG_DATA: 936,-108,-16,422,47112
MAG_DATA: 937,-100,-14,406,47162
MAG_DATA: 938,-102,-18,414,47212
MAG_DATA: 939,-107,-7,417,47262
MAG_DATA: 940,-106,-8,414,47312
MAG_DATA: 941,-111,-17,413,47362
MAG_DATA: 942,-105,-13,413,47412
MAG_DATA: 943,-103,-13,417,47462
MAG_DATA: 944,-106,-18,418,47512
MAG_DATA: 945,-105,-13,417,47562
MAG_DATA: 946,-98,-8,416,47612
MAG_DATA: 947,-98,-8,422,47662
MAG_DATA: 948,-94,-16,422,47712
MAG_DATA: 949,-89,-11,411,47762
MAG_DATA: 950,-90,-10,422,47812
MAG_DATA: 951,-98,-4,414,47862
MAG_DATA: 952,-101,-5,413,47912
MAG_DATA: 953,-97,3,417,47962
MAG_DATA: 954,-101,-3,417,48012
MAG_DATA: 955,-94,-2,420,48062
MAG_DATA: 956,-95,3,411,48112
MAG_DATA: 957,-92,-2,420,48162
MAG_DATA: 958,-99,-3,417,48212
MAG_DATA: 959,-100,-2,418,48262
MAG_DATA: 960,-89,9,419,48312
MAG_DATA: 961,-99,-3,415,48362
MAG_DATA: 962,-96,10,420,48412
MAG_DATA: 963,-92,2,418,48462
MAG_DATA: 964,-102,8,416,48512
MAG_DATA: 965,-97,7,415,48562
MAG_DATA: 966,-100,0,418,48612
MAG_DATA: 967,-94,-4,416,48662
MAG_DATA: 968,-90,6,426,48712
MAG_DATA: 969,-98,0,422,48762
MAG_DATA: 970,-93,-1,423,48812
MAG_DATA: 971,-90,-2,422,48862
MAG_DATA: 972,-96,-6,420,48912
MAG_DATA: 973,-89,3,423,48962
MAG_DATA: 974,-99,-7,417,49012
MAG_DATA: 975,-103,-1,415,49062
MAG_DATA: 976,-96,4,414,49112
MAG_DATA: 977,-92,4,422,49162
MAG_DATA: 978,-104,2,416,49212
MAG_DATA: 979,-92,2,406,49262
MAG_DATA: 980,-97,-7,421,49312
MAG_DATA: 981,-98,-14,406,49362
MAG_DATA: 982,-75,-19,411,49412
MAG_DATA: 983,-80,-24,412,49462
MAG_DATA: 984,-91,-15,409,49512
MAG_DATA: 985,-89,-9,407,49562
MAG_DATA: 986,-83,-21,403,49612
MAG_DATA: 987,-85,-19,411,49662
MAG_DATA: 988,-85,-25,409,49712
MAG_DATA: 989,-91,-29,411,49762
MAG_DATA: 990,-94,-18,416,49812
MAG_DATA: 991,-88,-4,414,49862
MAG_DATA: 992,-84,-20,416,49912
MAG_DATA: 993,-89,-17,413,49962
MAG_DATA: 994,-91,-7,411,50012
MAG_DATA: 995,-95,-3,423,50062
MAG_DATA: 996,-101,-11,413,50112
MAG_DATA: 997,-107,-3,423,50162
MAG_DATA: 998,-114,0,422,50212
MAG_DATA: 999,-116,2,424,50262
INFO: Logged 1000 samples
